-100,-100,-100,-100,-100,-78.4444,-100,-100,-78.2222,-100,,10.1,22.6,18.5,10.1,10.1,11.2,17.3,18.1,33.2,19.7,,17.09,7.310791111
32.6,-99.8889,-100,-39.5556,-100,-100,-100,-94,-100,-100,,32.6,22.6,18.5,10.1,10.1,11.2,17.3,18.1,33.2,19.7,,19.34,8.31400425
-94.2222,-78.3333,-100,-100,-10.3333,-14.8889,-100,-100,-100,-100,,32.6,22.6,18.5,10.1,10.1,11.2,17.3,18.1,33.2,19.7,,19.34,8.31400425
-4.22222,-100,-100,-100,10.9,-61.8889,-100,-39.4444,-89.3333,3.7,,32.6,22.6,18.5,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,19.42,8.218515681
-18.1111,-37.2222,6.9,-79.7778,-100,-95,-21.4444,-100,-51,-84.3333,,32.6,22.6,18.5,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,19.42,8.218515681
-13.1111,-62.7778,33.1,-99.6667,-78.4444,-100,-100,-100,-99.2222,-98.3333,,32.6,22.6,33.1,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,20.88,9.266882491
34.8,-77.2222,-100,-39.2222,-17.3333,-100,1.6,-100,-89.2222,-99.5556,,34.8,22.6,33.1,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,21.1,9.596295582
-6,-39.1111,-21.7778,-100,-10.5556,-100,-10.5556,-100,-78.3333,-84,,34.8,22.6,33.1,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,21.1,9.596295582
-58.1111,-100,-100,-80.8889,-100,-100,-39.4444,-50.1111,-100,-89.3333,,34.8,22.6,33.1,10.1,10.9,11.2,17.3,18.1,33.2,19.7,,21.1,9.596295582
11.5,-11.2222,-100,-82.7778,-10.8889,-100,27.5,-18.3333,-5.66667,-19.2222,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,19.7,,22.12,9.689146276
-100,-93.7778,-100,-100,-77.3333,-100,-100,-81.3333,12.3,-84.5556,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,19.7,,22.12,9.689146276
-13,-78.2222,-100,-0.888889,-81.3333,-83.2222,-100,-41.8889,-51.1111,-100,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,19.7,,22.12,9.689146276
-100,-100,-23,-88.6667,-100,-78.1111,-2.55556,-100,20.9,-100,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,19.7,,22.12,9.689146276
-100,-100,24.3,-100,-18.1111,-100,-13.6667,-96.2222,-89,-100,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,19.7,,22.12,9.689146276
13.7,-100,-100,-100,-51.4444,-100,-53.5556,-100,-80,27.4,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,27.4,,22.89,9.780984954
-38.1111,-100,-38.1111,-59,-100,-100,-100,-99.8889,-77.5556,-10.5556,,34.8,22.6,33.1,10.1,10.9,11.2,27.5,18.1,33.2,27.4,,22.89,9.780984954
-38.1111,-16.3333,-100,24.4,-100,-4.33333,-1.77778,29,-100,-100,,34.8,22.6,33.1,24.4,10.9,11.2,27.5,29,33.2,27.4,,25.41,8.502215398
-100,-62.1111,-100,-46.1111,-100,-100,37.6,-84.2222,-26.4444,-84.5556,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-17.2222,-100,-100,-8.66667,-100,-100,-100,-89.3333,-100,-9.44444,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-100,6.7,-100,-33.6667,-100,-100,-38.4444,-58.1111,-100,-79.4444,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-100,-100,-100,-100,-54.1111,-100,-43.8889,-80.7778,-100,-89.2222,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-100,-51.3333,-100,-17.5556,-100,-100,15.4,-42.2222,-16.7778,-100,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-100,-95.2222,-100,-25.7778,-85.2222,-100,-100,-100,-100,-82.2222,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-100,-100,0.1,-13,-11.4444,-89.3333,-35.1111,-36,-79.8889,-100,,34.8,22.6,33.1,24.4,10.9,11.2,37.6,29,33.2,27.4,,26.42,9.33699928
-51.4444,-17.3333,-100,-97.4444,15.8,-100,-78.3333,-81.2222,-100,-100,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-53.6667,-94.4444,-100,21.2,-100,-100,-100,-36.4444,-100,-88.6667,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-40.5556,-100,-100,-8.88889,-100,-100,-100,-100,-80.2222,-100,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-53.5556,-50.8889,-98.1111,23.9,-100,-100,-100,-82.3333,-100,-94.6667,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-100,-100,-100,-100,-33.5556,-100,-100,-25.8889,-22.2222,-100,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-100,-100,-100,-100,-6.33333,-100,-100,-100,-100,5.7,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-100,-59.5556,-100,-64.6667,-44.1111,-100,27.5,-52.3333,-100,-100,,34.8,22.6,33.1,24.4,15.8,11.2,37.6,29,33.2,27.4,,26.91,8.525315243
-5.22222,-39.2222,-94.4444,-100,-25,21.7,-6.11111,-100,-78.5556,-100,,34.8,22.6,33.1,24.4,15.8,21.7,37.6,29,33.2,27.4,,27.96,6.85925166
-33.6667,-10.8889,-38.2222,-79.4444,-100,-100,-100,-100,-69.7778,-82.3333,,34.8,22.6,33.1,24.4,15.8,21.7,37.6,29,33.2,27.4,,27.96,6.85925166
-23.1111,-60.6667,-37,-82.3333,-100,-100,-53.2222,-43.4444,18.1,-94.3333,,34.8,22.6,33.1,24.4,15.8,21.7,37.6,29,33.2,27.4,,27.96,6.85925166
-77.4444,-100,-100,-38.6667,-60,-18.5556,-0.444444,-100,-100,31.2,,34.8,22.6,33.1,24.4,15.8,21.7,37.6,29,33.2,31.2,,28.34,6.929678524
-100,-28.8889,-57.7778,-58.5556,-42.4444,-100,-61.2222,-88.6667,-100,-100,,34.8,22.6,33.1,24.4,15.8,21.7,37.6,29,33.2,31.2,,28.34,6.929678524
-2.66667,10.9,-100,-100,-100,27.9,-70.8889,-9.33333,-71.5556,-84.1111,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-94.2222,16.2,-40,-79.1111,-100,-80.1111,-10,-100,-94.5556,-50.6667,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-100,-100,-100,-48,-100,-99.4444,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-100,-100,-100,-23.8889,-6,-100,-100,-27.3333,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-42.6667,-100,-84.1111,-51,-100,-100,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
22.4,-100,-100,-99.5556,-82.5556,-100,-13.5556,-9.55556,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-100,-33.5556,-100,-31,-100,-7.55556,-100,-35.6667,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-58.7778,-63.4444,-100,-17.6667,-100,-9.11111,-25.1111,-100,-8.66667,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-82.4444,-100,-100,-100,-18.1111,-100,-100,-64.4444,-51.4444,-13.5556,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-75.5556,-100,-100,-42.5556,-100,-100,-79,-10.1111,28.9,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-79.7778,-100,-100,-18.5556,-100,-100,-35,-100,-98.2222,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-100,-70.7778,-50.3333,-20.7778,-82.7778,-100,-19.2222,-9.66667,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-53.5556,-28.5556,-100,-78.4444,-78.4444,-100,-11,-100,-23.3333,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-64,-100,-71,-100,-82.6667,-53.8889,-100,21.5,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
26.1,-100,19,-81.8889,-25.3333,-38.8889,-98.6667,-100,-23.4444,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
33.5,-100,-32.3333,-99.3333,8.6,-100,-4.44444,-100,-53.5556,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-94.7778,-78.7778,-100,-100,-100,-96.7778,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-80.8889,-94.2222,-53.5556,-100,-100,0,-100,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-88.4444,-7.44444,-100,-25.5556,-100,-100,-69.5556,-100,-93.7778,-18.6667,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-42.1111,-100,-96.1111,-13,-100,-81.1111,-84,-100,-0.444444,-4.77778,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
14.8,-38.5556,-79.1111,-93.3333,-77.7778,-100,-27.3333,-100,12.1,-33.1111,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-42.4444,-100,-100,-7.44444,-100,-95,-100,-15.4444,-78.5556,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-99.8889,-100,-100,-83.3333,-19.3333,-100,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-22.2222,-100,-23.4444,-100,-100,-100,-41.7778,-100,-61.8889,-12.3333,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-77,-100,-100,-100,-22,-100,-59.4444,-100,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-78.5556,-36.4444,20.7,-71.3333,-8.33333,-100,-36.5556,-78.2222,-100,-36.1111,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-100,-33.2222,-17.7778,-100,-100,-100,-29.3333,-100,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-100,-77.2222,-84.5556,-100,-100,-100,-89.3333,-8.33333,-100,-81,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-8.11111,-100,-9.33333,-100,2.7,-100,-95.5556,-100,-80.1111,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-88.4444,-98.1111,-100,-100,-81.6667,-100,-100,1,-51,-100,,34.8,22.6,33.1,24.4,15.8,27.9,37.6,29,33.2,31.2,,28.96,6.535747853
-51.4444,-9.66667,-50.7778,-61.8889,20,-22.2222,-100,-100,-100,-93.8889,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,-100,-100,-94.2222,-8.88889,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-94.2222,13.6,-41,-100,-42.5556,-100,-45.2222,6.4,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-5.33333,-100,-77.4444,-100,-100,-100,-100,-83.8889,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-18.7778,-16,-100,-33.8889,-1.22222,-98,-6.55556,-38.8889,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-22,-100,-18.4444,-27.2222,-62.6667,-82.6667,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,19.6,-100,-100,-100,-100,-88.2222,-100,-70.3333,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-53.5556,-36.5556,-100,-100,-100,-100,-14.5556,-16.5556,-80.7778,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-11.7778,-100,-100,-45.5556,-100,-100,-100,-100,-94.4444,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
6.1,-29,-100,-100,-59.1111,-96.6667,-78.4444,-100,-100,-89,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-16.1111,-94.4444,-5.44444,-100,-100,-8.77778,-88.3333,-100,-100,-32.6667,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-26,-93.3333,-100,-8.66667,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-23.2222,-100,-39,-69.1111,-100,-89,-12.1111,-88.7778,-58.1111,-53.5556,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-99.3333,-100,-100,-18.7778,-100,-100,-84.8889,-51.5556,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-69.3333,-100,-53.5556,-39,-47.2222,-100,-12.4444,-100,-100,-58.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-26.5556,-100,-100,-81.1111,-100,-100,-100,-99.4444,-14.7778,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-32.2222,-100,-100,-20.1111,-100,-100,-82.8889,-59.1111,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
9.1,-77.4444,-100,-100,-34.2222,-100,-100,-100,-22.2222,-10.8889,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-98.3333,-100,-100,4.4,-70.2222,-100,-82.5556,-38,-100,-25.7778,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,-100,-100,-100,-0.333333,-62.3333,-20.3333,-58.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-33.7778,-61.5556,-100,-100,-100,-62.5556,-79.3333,-36.2222,-100,-36.3333,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-78.7778,-100,-100,-100,-16.7778,-38.1111,-100,-38.3333,-1.88889,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,2.6,-89.2222,-100,-99.1111,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-99.8889,-2.33333,-100,-100,-21.6667,-20.4444,-100,-6,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
23.6,-100,-97,-100,-100,-100,-100,-100,-94.5556,-38,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-50.1111,-100,-100,-58.1111,-4.22222,-100,-100,-100,-94.3333,-63.1111,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-99.5556,-100,-100,-100,-100,-100,-84.5556,-54.7778,-100,-94.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-37.5556,-54.6667,-14.1111,-59.6667,-83.3333,-5.66667,-100,-51.4444,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-22.1111,-100,-100,-88.5556,-100,-100,-54.3333,-59.7778,-79.1111,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,-100,-43.2222,-100,-34.5556,-28.3333,-100,-94.3333,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-6.22222,-58.3333,-100,-79.2222,-80.3333,-10.5556,-78.3333,-100,-12,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-84,6.8,-100,-41.4444,-100,-100,-78.2222,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-4.66667,-21.7778,-100,27.1,-27.2222,0,-0.666667,-48.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,-100,-28.3333,-100,-100,-6,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-78.2222,2.7,-93.8889,-100,-100,-100,-5.88889,-80.7778,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-1.55556,-32.6667,-5.44444,-100,-13.1111,-100,-100,-41.3333,-100,-89.1111,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-33.7778,-63.5556,-100,-100,-94.5556,-98.8889,-100,15.7,-78.4444,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-93.8889,-37,-100,-100,-100,-83.2222,-100,-79.7778,-100,-9.22222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-99.8889,-100,-100,-0.444444,3.8,13.1,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-53.5556,-100,-100,-80.2222,-100,-100,-100,-8.77778,-27.5556,-83.6667,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-30.2222,-100,-100,-8.11111,-100,-100,-100,-4.33333,-16.8889,-59.5556,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-12.5556,-100,-78.7778,-100,-100,-100,-8,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-22.6667,-50.8889,-100,-66.5556,-1.44444,-100,-100,-100,-89.2222,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-100,-49.8889,-100,-100,-21.3333,-100,-18.7778,-78.8889,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-6.22222,-100,-100,-100,11.8,-78.7778,-100,-58.1111,-19.1111,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-24.4444,-100,-100,-100,-100,-100,-22.3333,-100,-54.2222,-65.1111,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-76.3333,-80.7778,-7.55556,-9.88889,-100,-93.7778,-24.5556,-9.44444,-89.6667,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-88.8889,-71.2222,-100,-71.7778,-100,-100,-78.2222,-51.6667,-100,-80.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-17.1111,-100,-100,-100,-100,-1.11111,0.2,-94.4444,-95.6667,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-51.4444,-100,-100,-78.5556,-100,-98.1111,-77.8889,-6.11111,10.3,-8.44444,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,33.2,31.2,,29.38,5.67426941
-100,-100,-60.3333,-100,-100,20.4,-79.4444,-23.6667,35.9,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-100,-4.11111,-82.8889,-100,-100,9.6,-79,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-59.5556,-100,-100,-50.2222,-30.4444,-100,-42.2222,-100,-67,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-6,4.6,-100,-18.5556,-88.7778,-100,-77.3333,-94.2222,-100,5.5,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-58.8889,-100,-53.5556,-100,-100,-2.66667,-100,-100,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-23.2222,-20.1111,-100,-53.5556,-100,-50.6667,-13.1111,-22.1111,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
22.2,-66.3333,-32.1111,-58.1111,-18.4444,-8.66667,-99.7778,-17.7778,-100,-41,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-100,-100,-100,-59.5556,-78,-100,-58.4444,-95.8889,-42.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-100,-100,-14.1111,-100,-78,-100,-79.6667,-93.5556,-95.2222,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-42.5556,-20.8889,-100,-100,-21,-3.44444,-7.88889,-31.3333,-38.6667,-84.3333,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-100,-88.5556,-100,-34.4444,-100,-32.4444,-100,-100,-93.8889,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-25.6667,-100,-15.3333,-100,-100,-100,-100,-100,-4.66667,-25.8889,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,-100,-66.2222,-53.7778,-19.4444,-6,-36.5556,16.6,-84.4444,-100,,34.8,22.6,33.1,24.4,20,27.9,37.6,29,35.9,31.2,,29.65,5.93450363
-100,10.3,-25.5556,-7.66667,27.5,-59,-100,-100,-78.3333,-100,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-100,-100,-100,-100,-100,-100,-100,-93.8889,-100,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-94.8889,-100,-39.1111,-25.7778,-100,-100,-31.3333,-100,-99.8889,-99.7778,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-51.7778,-12,-100,-100,-100,-100,-100,-95.4444,-93.7778,-59.2222,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-41.4444,-74.7778,-100,-25.5556,-100,-100,-100,-21.1111,-100,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-65.1111,-99.8889,-100,-53.5556,-100,-32.8889,-100,-14.7778,-62.5556,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-100,-100,-100,-100,-98.3333,-10.6667,-100,-18.4444,-18.3333,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-100,-62.2222,12.6,-53.5556,-100,-100,-100,-100,-94,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-100,-100,-81.1111,-7,-20.7778,-100,-100,-100,-100,-100,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
-18.8889,14,-100,-80.2222,-100,-99.8889,5.7,-98,-100,-100,,34.8,22.6,33.1,24.4,27.5,27.9,37.6,29,35.9,31.2,,30.4,4.975942122
