raw score,,,,,,,,,,,trial 1,trial 2,trial 3,trial 4,trial 5,trial 6,trial 7,trial 8,trial 9,trial 10,,mean,std
31.7,-0.444444,32.4,18.4,-4.44444,21,38.4,13,34.6,14.9,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,34,,39.52,3.78253883
-21.4444,-1.11111,20.5,30.9,14.2,-8.44444,29.9,31.8,13.2,37.8,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
-2.44444,-29.7778,40,4.6,16.5,29.5,3.1,15.4,15.2,21.5,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
-0.555556,26.7,-0.111111,-3.88889,19.3,20.6,6.1,12.2,28.3,15.2,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
37.7,31.3,-4.77778,-4.66667,21.1,13.9,6.1,22.2,19.4,-49.2222,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
16.4,21.6,-7.33333,-5.66667,-16.6667,-1.88889,0,-5.44444,-77.5556,-16.3333,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
21.9,4.6,29.2,10.2,12.7,31.4,4.4,21.5,34.6,-1.44444,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
16.6,10.5,-1,22.5,6.8,13.3,21.4,4.3,-3.55556,22.9,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
16.3,36.2,-3.33333,20.6,14.5,18.9,5,6,25,12,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
19.2,18.5,-6.88889,18.1,-5.66667,6.7,11.9,-3.11111,36.1,-8.44444,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
30.6,-5.55556,17.3,-12.1111,-0.888889,17.2,25.2,1.9,12.4,-2.88889,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
10.3,-6.66667,13.2,2.4,-5.66667,7.9,16.8,3.3,-0.222222,3.3,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
31.5,22.2,8.9,35.6,0,12.9,-3.55556,21,-1.55556,-1,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
21.5,19,29.9,25.7,10.4,26.8,-1,9.5,38.6,-3.88889,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
23.8,22.9,29.2,1.2,4,32.3,14.7,-0.111111,10.7,7.3,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
17.1,18.2,33.3,18.8,28.2,10.1,10.2,17.4,-7.11111,-4.88889,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
24.5,8.1,19.5,-4,-7.44444,26.8,17.1,5.8,19.4,-1.55556,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
-4.66667,27.6,30.3,35.1,23.2,22.6,2.4,9.3,14.1,19,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
14.7,16.7,29.4,40.5,0,30.5,21.6,32.2,16.7,-2.22222,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
25.8,2.2,-5.55556,-3.44444,13.7,23.2,19.2,34.4,31.7,-8.66667,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
28.2,-5.55556,18.3,-5.11111,8.8,31.2,30.7,25.2,26.8,26.8,,39.3,37.3,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,39.9,3.378165182
26.5,38.9,-99.6667,4.3,24.4,22.2,33.3,13,-9.77778,34.8,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
19.7,-100,26.5,10.5,27.1,7.9,11.6,7,39.1,-4,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
17.5,22.4,37.6,27.7,23.5,33.3,12.4,-7.44444,-0.222222,10.5,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
20.8,32.5,20.7,14.3,-11.1111,4.9,-4.77778,14.6,17.7,29.4,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-7.11111,33.3,20.9,32.6,-8.33333,26.1,10.3,5.9,32.6,10.2,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
21.9,-6.88889,6.6,25.8,-10.2222,10.7,34,35.6,7.1,-4.22222,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
18.3,21,31.9,10.9,-4.66667,22.2,10.6,-100,22.5,27.4,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
33.9,11.7,20.2,0,10.3,-3.88889,0.1,21,43.3,10.7,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
2.4,7,38.9,32.1,18.2,28.8,12.8,-6.66667,18.2,22,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
18.2,14.9,18.2,22.4,0,27.7,-2.11111,-1.33333,32,27.1,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
15.8,32.2,-1.55556,-2.22222,-5,16.2,33.5,25,38.5,-11.6667,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-2.77778,-5,36.1,-77.8889,-7.22222,31.9,-6.66667,17.9,-11,29.3,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
34.5,26.3,13.5,18.9,-1.55556,-7.22222,13.2,31.4,31.1,15.2,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-8.11111,-6,-7.66667,13.2,1.7,-0.111111,26.8,4.8,13.4,24.8,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-50.4444,16,21.6,20.3,28.1,19.8,5.5,20.3,19.6,-6.66667,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
29.9,7.7,22.2,32.4,-11.4444,-3,29.2,27.3,7.1,26,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-16.4444,22.3,-0.333333,-6.22222,21.7,4.4,24.3,8.6,-13.8889,-2.44444,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
-7.88889,21.2,11.6,27.1,19.4,-1.22222,-1.22222,0,-1.77778,29.3,,39.3,38.9,41.3,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.06,3.287917274
20.7,-94.3333,42.7,26.9,-1.88889,22.4,13.5,25.2,15.6,23.2,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-8.33333,32.3,34,32.6,33.4,-2.33333,31.9,7.9,18.1,28.7,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
20.2,26.9,7.2,12.3,0,20.9,36.4,-6.55556,32.7,8.8,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-47,-1.77778,-1.22222,-1.66667,19.5,3.5,18.8,18,17,35.1,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
25.8,-1.66667,-4.88889,26.9,32.2,11.1,31.4,20.2,24.2,16.5,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-3.77778,10.9,22.4,16.1,-1,10.8,29.6,21.8,-0.777778,10.5,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-44.3333,17.4,-8.77778,20.3,5.6,6,20.1,-3.22222,39.4,15.6,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-7.88889,27.8,18.9,10.2,21.1,29.8,10.8,18.9,-0.111111,27.6,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
19.3,-4.88889,34.5,-1.33333,-7.22222,30.7,4.7,0,37.8,16.4,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
30.6,15.7,2.7,15.8,26,17.8,6.3,9.5,26.7,-0.666667,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
13.3,32.4,33.2,20.8,12.1,28.7,29.2,2,22.6,-2.88889,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
-0.888889,23.9,17.3,0.1,12.3,22.7,9.5,15.7,-5.11111,15.8,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
18.4,32.5,-9.77778,-1.22222,10.2,12.3,23.2,22.3,15.2,13,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
28.3,9.6,21.2,18,-5.66667,-0.111111,13.7,12.9,-1.11111,-4.44444,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,37.8,,40.2,3.366600659
28.7,-1.88889,-1.11111,17.2,20.1,19.3,11.5,2.3,-9.11111,38.5,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,38.5,,40.27,3.322965543
-4.33333,11.6,28.4,25.1,18.5,-8.88889,27.3,22.6,-1,11.9,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,38.5,,40.27,3.322965543
6.4,19.9,13,-6.66667,25.9,31.4,12,18.2,23,-2.11111,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,38.5,,40.27,3.322965543
-5.88889,29.8,-9.55556,28.7,-4.77778,23.3,0,37.3,22,22.3,,39.3,38.9,42.7,47.9,40.4,35.8,38.4,37.5,43.3,38.5,,40.27,3.322965543
