raw score,,,,,,,,,,,trial 1,trial 2,trial 3,trial 4,trial 5,trial 6,trial 7,trial 8,trial 9,trial 10,,mean,std
-100,-69.3333,-100,-100,-100,41.3,-59.6667,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-26.1111,-19.3333,-54.7778,-77.7778,-8.77778,-40.1111,-100,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-89.6667,-100,-54.5556,-89.5556,-20.7778,-100,-17.4444,-21.6667,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
9.1,-100,-100,-100,-100,-100,-100,-15.6667,-58.1111,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-54,-28,-100,-70.2222,-81.7778,-77.6667,-10.5556,-100,-53.7778,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-15.1111,-100,-100,-100,-100,-5.44444,39.6,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-58.1111,-100,-16.5556,-78.2222,-100,-100,-100,-33.2222,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,-79.8889,-51.8889,-100,-78.8889,-100,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-53.5556,-100,-100,-100,-77.7778,-95.4444,-100,7.1,-100,-0.111111,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,-42.4444,-100,-12.1111,-78.3333,-82,-100,-100,-32.1111,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,-54.6667,-100,28,-62.8889,-100,-22.2222,-5.11111,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-52.6667,-100,-100,-14,-54.2222,-100,-5,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-60.2222,-100,-50.1111,-100,-100,-35.2222,-100,-84.7778,-31.2222,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-82.8889,-100,-58.4444,-100,-100,-100,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-28.5556,-51.1111,-10,-100,-13.5556,23.7,-100,-37.7778,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
13,-58.4444,-100,-100,-100,-9.88889,-99.8889,-42.1111,-38.1111,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-42.1111,-15.6667,24.7,-89.1111,-100,20.5,-100,-100,-100,-6.44444,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-6.11111,-88.7778,-21.6667,-100,-83.1111,-92.5556,-100,-16,-46.8889,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-89.5556,-100,-100,-23.6667,-100,-100,-78.8889,14.7,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-67.7778,-15.1111,-20.4444,-50.1111,-100,-100,-100,-16.3333,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,10.9,-10.8889,-83.1111,-100,-100,-24.5556,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,-65.1111,-100,-100,-100,-100,-100,-100,-82,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-100,-100,14.2,-99.6667,-78.7778,-100,-100,-100,-2.33333,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
14.2,-100,-100,-100,-100,-100,-34.2222,-100,-100,-59.6667,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-42.1111,-53.8889,-100,-80.3333,-100,-100,-65.2222,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-71.7778,-53.2222,-25.2222,-25.1111,-100,-100,5.1,-100,22.4,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-94.1111,-51.1111,-100,-6,-81,-100,-100,-100,-78.2222,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-77.7778,-94,-58.1111,-100,-79.8889,-67,-10.6667,-25.5556,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-22.2222,7.2,-78.3333,-26,-89.4444,-100,-100,-3.77778,-59.2222,-5.22222,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-58.1111,-10,-1.22222,-99.3333,-100,-3,-61.1111,-8.77778,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-4.11111,-37.6667,-100,-27.2222,-100,-100,-49.4444,-100,-8.22222,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
10.8,-21.1111,-93.8889,-100,-100,-100,-100,-78.1111,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-100,-46.4444,-99.8889,-81.2222,-16.4444,-100,32.7,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-63.1111,-100,-6.22222,-61.2222,-13.3333,-3.33333,12.9,-100,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
-29.5556,-53.5556,-53.5556,-100,-51.8889,-100,-100,0,-100,-100,,36,24.6,32.3,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,35.8,6.021627687
13.9,-62.1111,34.4,-100,-100,-2.66667,-34.4444,-61.5556,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-82,-98.1111,-100,11.7,-100,-79.2222,-100,-87.8889,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-38.5556,-34.2222,-100,10.4,-70.1111,-17.8889,-100,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-38.4444,-54.3333,-19.4444,-24.8889,-98.4444,7.4,-100,-50.3333,-99.8889,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
23.5,-100,-100,-100,-51.3333,-32.8889,-82.1111,-100,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
18.2,-24.2222,-37.2222,-100,-100,-100,-100,-53.6667,-19.8889,-77.1111,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-100,-78.6667,-100,-100,19.3,11.5,-8,14.6,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-36,-40.3333,-9.66667,-39.7778,-13,-53.5556,-78.3333,-31.3333,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-36.2222,-100,-100,-100,-100,-100,-13.4444,-100,-100,5.6,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-17.3333,-65.1111,-89.1111,-33.3333,-37.7778,-100,-100,-58.1111,13.6,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-59.1111,-100,-62.7778,-100,-5.66667,-71.4444,-0.444444,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-1.33333,-100,-100,-100,-0.666667,-21.1111,-79.1111,-53.6667,-11.7778,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-100,-47.7778,-31.7778,-78.3333,-34.2222,-22.6667,-12,-80.8889,-41.7778,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-96,14.9,-99.7778,-100,-100,-100,-88.4444,-100,-100,-8.22222,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
15.2,-37.8889,-100,-34,-97.7778,6.8,-99.8889,-100,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-14.8889,-89.5556,-100,-100,-100,-100,10.1,15.6,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-53.5556,-79.3333,-100,-100,-100,22.3,-32.3333,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-53.5556,-100,-32.6667,24.8,-2.22222,-89.3333,-100,-34.2222,-9.66667,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-78.8889,-34.4444,-100,-31.8889,-61.5556,-100,-97.6667,-93.6667,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-42,-100,-100,-58.5556,-100,-100,-21,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-44.1111,-58.1111,-100,-100,-100,-94.1111,-42.5556,-100,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-100,-100,-88.6667,-100,-100,-51,-100,-21,-54.1111,-100,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
-14.3333,-33.1111,-100,-100,-23.2222,-100,-99.2222,-63.2222,-100,12.1,,36,24.6,34.4,31.2,36.2,41.3,32.8,45.6,41.4,36.6,,36.01,5.921795899
